GeneID,Length,TPM,Gene,d
AAR2,2417,2.8378386294016114e-17,AAR2,0.00011656067445889078
AARD,2291,1.8224564766729506e-18,AARD,9.765657201239577e-05
AARS1,3437,8.432799309096888e-17,AARS1,0.00013458647527871825
AARS1P1,453,6.017700363903773e-21,AARS1P1,5.696500924363112e-05
AARS2,4798,1.3082674562256476e-17,AARS2,0.000125025390750464
AARSD1,1320,6.019819588056276e-21,AARSD1,8.137376069228989e-05
AARSD1P1,1182,3.6096368808797846e-20,AARSD1P1,7.84166886075403e-05
AASDH,3581,4.1874857719490184e-18,AASDH,0.00011314588650283253
AASDHPPT,2767,2.498106212509984e-17,AASDHPPT,0.00012760241859653083
AASS,5825,4.725128995694885e-18,AASS,0.00015128836508185764
AATBC,4598,8.590036661749991e-19,AATBC,0.0001232654126781499
AATF,2141,4.215944049107484e-17,AATF,0.00011805601163504066
AATK,5461,2.3663946092330526e-18,AATK,0.00016917084089638213
ABALON,1903,7.756680918630825e-20,ABALON,9.165490379669479e-05
ABAT,4779,6.113001568022907e-18,ABAT,0.0001312585882548439
ABCA1,10408,5.853106224516175e-19,ABCA1,0.00016153790877731906
ABCA10,6008,6.314649659652732e-21,ABCA10,0.00013702242414629303
ABCA11P,2110,2.3286964814061997e-19,ABCA11P,9.488746192073048e-05
ABCA12,9298,1.2523943589116573e-19,ABCA12,0.00015550190067146997
ABCA13,17188,3.936513140159853e-18,ABCA13,0.00019075552051101873
ABCA17P,3478,6.825807063313507e-19,ABCA17P,0.00011922076713649056
ABCA2,8103,1.3597203127776933e-17,ABCA2,0.00014894646683343465
ABCA3,6602,2.091943871740269e-18,ABCA3,0.0001388303503354704
ABCA3P1,637,5.9883372737927966e-21,ABCA3P1,6.37158009298423e-05
ABCA4,7328,6.270244976259839e-19,ABCA4,0.00014370067514102628
ABCA5,8252,1.803725862280867e-18,ABCA5,0.0001493462398879334
ABCA6,5321,9.163379411561405e-21,ABCA6,0.0001489755146361246
ABCA7,6815,1.3609468758616172e-18,ABCA7,0.00014086618621321012
ABCA8,6002,2.385741277398917e-20,ABCA8,0.0001343955946451439
ABCA9,6377,1.1931194458660229e-20,ABCA9,0.0001371477541302116
ABCA9-AS1,445,1.1210971395445744e-20,ABCA9-AS1,6.967864076581494e-05
ABCB1,5205,2.733488583939376e-18,ABCB1,0.00012828400729194032
ABCB10,3869,9.198615119417366e-18,ABCB10,0.00011612830790531151
ABCB10P1,2181,5.989946133727415e-21,ABCB10P1,9.604131826412626e-05
ABCB10P3,2163,5.998473687023159e-21,ABCB10P3,9.582180429936882e-05
ABCB10P4,2183,5.992335037148196e-21,ABCB10P4,9.60834361623955e-05
ABCB11,2040,2.03515355120223e-20,ABCB11,0.0001412020607171691
ABCB4,4293,9.465212127721094e-19,ABCB4,0.00012036770203861135
ABCB5,5350,4.1827876193209226e-20,ABCB5,0.00012942130372157792
ABCB6,2980,3.619539355054898e-20,ABCB6,0.00010682462017424558
ABCB7,4592,1.2431416029163201e-17,ABCB7,0.00012290533230167958
ABCB8,4656,3.341400586874127e-18,ABCB8,0.0001235781874902573
ABCB9,3484,5.414869395271903e-18,ABCB9,0.00013482294048677422
ABCC1,6518,1.2624910901464938e-17,ABCC1,0.00013872797565522553
ABCC10,5043,4.328392396466588e-18,ABCC10,0.00012727085690480587
ABCC11,5894,4.180115117445403e-20,ABCC11,0.00013363863455234692
ABCC12,7385,4.1816151151671884e-20,ABCC12,0.00014408897676045486
ABCC13,3842,5.970311274157689e-21,ABCC13,0.00011586440349272402
ABCC2,5806,1.1744725610990229e-18,ABCC2,0.00013289739815807285
ABCC3,5693,6.797193469504927e-18,ABCC3,0.00013207307277715097
ABCC4,5855,1.7157165188832325e-17,ABCC4,0.00013566712043345606
ABCC5,5790,1.2517928048557987e-17,ABCC5,0.00013332123845401624
ABCC5-AS1,469,7.123052827129906e-20,ABCC5-AS1,5.736555139632389e-05
ABCC6,5753,2.432873688560938e-19,ABCC6,0.00012824262302609814
ABCC6P1,2943,2.3713413597620065e-21,ABCC6P1,7.792797023770729e-05
ABCC6P1,2943,5.966906191438708e-21,ABCC6P1,0.00010599329888725934
ABCC6P2,590,5.9652311729770395e-21,ABCC6P2,6.202855753863769e-05
ABCC6P2,590,7.147647586908872e-21,ABCC6P2,6.58825347049495e-05
ABCC8,4921,4.6962172037577225e-19,ABCC8,0.00013848894108893902
ABCC9,8668,1.0935549977997218e-18,ABCC9,0.00015284841075498994
ABCD1,3669,5.110629685670652e-18,ABCD1,0.00011418787821630167
ABCD1P2,1601,5.967616039390772e-21,ABCD1P2,8.65291929728768e-05
ABCD1P3,605,6.008906242015017e-21,ABCD1P3,6.270211436747056e-05
ABCD1P4,604,6.009713895541207e-21,ABCD1P4,6.267035627344337e-05
ABCD1P5,754,6.007978227003254e-21,ABCD1P5,6.747327915156258e-05
ABCD2,6290,8.348428031411982e-20,ABCD2,0.00013650263162756336
ABCD3,3604,2.590976949734072e-17,ABCD3,0.0001208342941522543
ABCD4,3035,5.031423153426239e-18,ABCD4,0.00010713821366393795
ABCE1,3887,5.729066583874136e-17,ABCE1,0.00011628240480414124
ABCF1,3381,4.253324803478626e-17,ABCF1,0.00011175843146127302
ABCF2,4527,5.190417773965069e-18,ABCF2,0.00012248883081027956
ABCF2-H2BK1,2185,5.9999789404492525e-21,ABCF2-H2BK1,9.61536203562316e-05
ABCF2P1,1867,5.996194937133622e-21,ABCF2P1,9.12231935885417e-05
ABCF2P2,296,6.592619762320184e-20,ABCF2P2,4.9364825143616714e-05
ABCF3,2446,1.5095139060301557e-17,ABCF3,0.00010499717207469436
ABCG1,2976,1.478361367390825e-18,ABCG1,0.0001120618553866252
ABCG2,4206,1.1376212206833974e-18,ABCG2,0.00012503114452779273
ABCG4,3812,2.6222591907235056e-19,ABCG4,0.00011549340769822491
ABCG5,2760,5.91000869471879e-20,ABCG5,0.00010711496475024928
ABCG8,7180,1.9087590174114539e-19,ABCG8,0.0001426725557383098
ABHD1,1420,3.6582067419920697e-19,ABHD1,0.00010795218523412555
ABHD10,2604,1.0570566002021588e-17,ABHD10,0.00010172836877320766
ABHD11,1418,6.097923768018799e-18,ABHD11,8.590215943054496e-05
ABHD12,1960,1.8841038979852592e-17,ABHD12,9.37920423968069e-05
ABHD12B,1815,1.2198986617684566e-19,ABHD12B,0.0001049182236559449
ABHD13,5313,4.460686205833188e-18,ABHD13,0.00012897884262296093
ABHD14A,1066,8.421629464411858e-19,ABHD14A,7.558054029755726e-05
ABHD14A-ACY1,1705,1.2746648448366722e-20,ABHD14A-ACY1,0.00011379907070082479
ABHD14B,1657,2.1789642104595937e-17,ABHD14B,9.670747295103633e-05
ABHD15,3492,4.423331817510464e-18,ABHD15,0.00011227832625580743
ABHD15-AS1,187,6.016006502127541e-21,ABHD15-AS1,4.241132944190368e-05
ABHD16A,2069,3.64803017878015e-19,ABHD16A,9.704553243219996e-05
ABHD16B,1491,5.9950274353116245e-21,ABHD16B,8.462945118574751e-05
ABHD17A,1706,3.5091776614257227e-17,ABHD17A,0.00013018294892764678
ABHD17AP1,933,3.5825601352966446e-20,ABHD17AP1,7.22891657007938e-05
ABHD17AP3,1137,5.257743583654893e-19,ABHD17AP3,7.723087997708273e-05
ABHD17AP4,909,5.97347119742441e-19,ABHD17AP4,7.167408171036022e-05
ABHD17AP5,923,4.0614960622800103e-19,ABHD17AP5,7.203742714119972e-05
ABHD17AP6,1044,3.1681321740494725e-19,ABHD17AP6,7.507716971744302e-05
ABHD17AP7,595,5.977172205240042e-21,ABHD17AP7,6.224476472621902e-05
ABHD17AP8,574,5.966154701949186e-21,ABHD17AP8,6.14658727702766e-05
ABHD17AP9,548,5.979914998631414e-21,ABHD17AP9,6.0569935075847376e-05
ABHD17B,3065,6.8822927184683545e-18,ABHD17B,0.00010741984510161122
ABHD17C,2361,2.0393630928472623e-18,ABHD17C,9.94449509772629e-05
ABHD2,8424,3.3475164060830505e-17,ABHD2,0.00015044228096996377
ABHD3,2029,3.0722850256000442e-18,ABHD3,9.436778768312418e-05
ABHD4,3051,5.943701095098149e-18,ABHD4,0.00010720658469726068
ABHD5,5298,8.374905797524061e-18,ABHD5,0.00012895652538347065
ABHD6,2198,3.511541365408552e-18,ABHD6,9.902484142238136e-05
ABHD8,2042,3.1729752162230693e-18,ABHD8,9.393932482071648e-05
ABI1,3515,2.1191658434469646e-17,ABI1,0.00011302870234772124
ABI1P1,1120,5.97947091348385e-21,ABI1P1,7.686444785562596e-05
ABI2,6567,8.674752339326355e-17,ABI2,0.00020740090794478197
ABI3,1629,7.303699183628337e-18,ABI3,8.87021121045746e-05
ABITRAM,1901,2.482824809284027e-18,ABITRAM,9.163123484569816e-05
ABITRAMP1,541,5.989319984035019e-21,ABITRAMP1,6.034252960473777e-05
ABL1,5578,4.8537415244984346e-17,ABL1,0.00013967803637371327
ABL2,12217,1.0620972704450961e-16,ABL2,0.00017040780403853562
ABO,1125,3.36637445241952e-20,ABO,0.00013694207367251224
ABR,2673,1.5507639942883184e-17,ABR,0.00013478229435711397
ABR-AS1,235,6.041713734858002e-21,ABR-AS1,4.583260975678696e-05
ABRA,2754,8.982815841811842e-20,ABRA,0.0001037991131041198
ABRACL,782,2.007323453335275e-18,ABRACL,6.817003703112959e-05
ABRAXAS1,4210,3.821878416268464e-18,ABRAXAS1,0.0001193985069685278
ABRAXAS2,2955,1.1103648737025148e-17,ABRAXAS2,0.00010611572837788578
ABT1,2943,9.176626121010348e-18,ABT1,0.00010601444950058079
ABT1P1,821,1.081847282761784e-19,ABT1P1,6.942418476411563e-05
ABTB1,1962,2.283977261267685e-18,ABTB1,0.00012709884566708253
ABTB2,4905,6.460185138284526e-19,ABTB2,0.00012577239334333657
ABTB3,5746,1.5546787869443493e-19,ABTB3,0.00013256928090998318
ACAA1,1699,5.11583630517279e-18,ACAA1,0.00012415141842861757
ACAA2,2926,9.458266873479606e-18,ACAA2,0.0001057248426806086
ACAA2P1,978,1.8021658771390506e-20,ACAA2P1,7.35816246337049e-05
ACACA,9962,3.354028984118168e-17,ACACA,0.00015953585406609124
ACACB,9368,1.604018474225657e-18,ACACB,0.00015607705784499048
ACAD10,4006,2.486819674366993e-18,ACAD10,0.00011820682766301103
ACAD11,3231,3.540503650977643e-19,ACAD11,0.00011426103106554308
ACAD8,2176,5.053288902313184e-18,ACAD8,0.00011034312103134296
ACAD9,2445,1.6322887317329372e-17,ACAD9,0.00012114876267340921
ACAD9-DT,933,7.264661435499975e-19,ACAD9-DT,0.00010304996039890928
ACADL,2515,4.382032613614973e-19,ACADL,0.00011075981462273929
ACADM,2261,2.502883416038341e-17,ACADM,0.00013513531188220245
ACADS,1859,2.3812534852931735e-18,ACADS,9.110245680379929e-05
ACADSB,5848,2.8989853892221446e-18,ACADSB,0.00013324092083852757
ACADVL,2184,4.912021725448112e-17,ACADVL,9.858218115094043e-05
ACAN,8960,7.216352658798961e-18,ACAN,0.00015380772751352783
ACAP1,2511,4.017167604407811e-18,ACAP1,0.0001256264559910947
ACAP2,7093,1.622337334527351e-17,ACAP2,0.0001420560012823908
ACAP2-IT1,690,9.528222537399568e-20,ACAP2-IT1,6.531489780920218e-05
ACAP3,3793,9.957122282432104e-18,ACAP3,0.00012928992873833707
ACAT1,1537,1.4055125652779863e-17,ACAT1,9.714248152549042e-05
ACAT2,1520,1.3584691279897515e-17,ACAT2,8.723769435507643e-05
ACBD3,3584,1.2862129587055213e-17,ACBD3,0.00011326926321141789
ACBD3-AS1,535,2.381869637923082e-20,ACBD3-AS1,6.00024768577515e-05
ACBD4,1827,2.3713718552240317e-18,ACBD4,9.688959646304172e-05
ACBD5,3903,9.205889864849467e-18,ACBD5,0.00011994306105124068
ACBD6,1293,6.07006183682412e-17,ACBD6,0.00012869340282482472
ACBD7,3370,2.3979419157233187e-18,ACBD7,0.00011087817968001638
ACCS,2383,8.539606871213659e-19,ACCS,0.0001109631475336018
ACCSL,1820,5.970075239994702e-21,ACCSL,9.031966454220852e-05
ACD,1511,2.1050881266288702e-17,ACD,0.00010103972514185474
ACE,4962,1.8495422206656717e-19,ACE,0.00012753571952679878
ACE2,3339,2.7101055708439306e-20,ACE2,0.00014530797901001887
ACE3P,1973,5.977128545297408e-21,ACE3P,9.281934059782873e-05
ACER1,1428,5.951827873601215e-21,ACER1,8.321943735276006e-05
ACER2,2773,6.960303643361027e-19,ACER2,0.00010380763967426644
ACER2P1,823,5.950724534236357e-21,ACER2P1,6.925032443384431e-05
ACER3,7333,7.807458414750989e-18,ACER3,0.00014356583293057262
ACHE,2172,2.8153328674064425e-18,ACHE,0.00010611707825283829
ACIN1,4460,4.0525409867948545e-17,ACIN1,0.00012620617705538494
ACKR2,2990,1.780064628977872e-20,ACKR2,0.0001063556304816594
ACKR3,2015,4.2669069469529395e-18,ACKR3,9.33372370009898e-05
ACKR4,2310,1.9631984673120258e-19,ACKR4,9.767558039514842e-05
ACKR4P1,1053,5.956434466879551e-21,ACKR4P1,7.520328842493214e-05
ACLY,4293,1.6899316458160736e-16,ACLY,0.00012054105512419678
ACMSD,1252,9.24283054998823e-20,ACMSD,9.223626146197093e-05
ACNATP,1225,5.988541416617119e-21,ACNATP,7.923510427294246e-05
ACO1,7443,2.9289455518198966e-17,ACO1,0.00014444594470578744
ACO2,2734,3.276378013756429e-17,ACO2,0.00011728462833322151
ACOT1,1686,1.2995989286849218e-18,ACOT1,8.81389039276365e-05
ACOT11,3084,2.3116922007065023e-18,ACOT11,0.00013724594080851747
ACOT12,2086,1.1951139666333569e-20,ACOT12,9.455034731018489e-05
ACOT13,4041,2.5928894691443886e-18,ACOT13,0.0001212081728750011
ACOT2,1622,1.9867287056168296e-17,ACOT2,8.698593367638798e-05
ACOT4,1465,4.2439309450517344e-19,ACOT4,8.405194737822335e-05
ACOT6,1370,1.7953270948098818e-20,ACOT6,8.222670439300167e-05
ACOT8,1154,7.218478552212845e-18,ACOT8,0.00010739748976748965
ACOT9,4318,1.2131700984654316e-17,ACOT9,0.00012054356926866155
ACOX1,7317,2.4425745720906383e-17,ACOX1,0.0001435501198124018
ACOX1,7317,2.4424684737499294e-17,ACOX1,0.0001435480413156356
ACOX2,2297,1.895007891656022e-19,ACOX2,9.837891454214854e-05
ACOX3,2872,4.138799515095645e-18,ACOX3,0.00010516561887510878
ACOXL-AS1,3026,4.173203525427269e-20,ACOXL-AS1,0.00010694949415889586
ACP1,1474,2.0826776143422894e-17,ACP1,8.42097998253705e-05
ACP1,1474,2.0817901380098282e-17,ACP1,8.419783688855294e-05
ACP2,2111,8.081011071937162e-18,ACP2,9.623321591970072e-05
ACP3,3174,5.9758395027098784e-21,ACP3,0.00010875115233769677
ACP4,1342,4.840749363238865e-19,ACP4,8.162539258185436e-05
ACP5,1381,1.8628796567781238e-19,ACP5,0.00011030036777778347
ACP6,6956,1.912941639782317e-18,ACP6,0.0001409831010997756
ACP7,2903,6.1616330746501375e-19,ACP7,0.00010560078167809807
ACR,1430,2.9807181434192064e-20,ACR,8.330304945469701e-05
ACRBP,1905,2.0887946186039932e-19,ACRBP,9.169369563221724e-05
ACRP1,698,2.3714532073167878e-20,ACRP1,6.546893086055012e-05
ACRV1,1936,4.817957244408386e-19,ACRV1,9.208587313292948e-05
ACSBG1,6215,2.0319437432366736e-19,ACSBG1,0.0001360577287815352
ACSBG2,2734,8.461530778073976e-20,ACSBG2,0.00010386559725217867
ACSF2,2177,3.707360039416425e-18,ACSF2,9.708957236992208e-05
ACSF3,4095,1.3304178847633829e-17,ACSF3,0.00014164398211445776
ACSL1,3712,7.905501247833933e-18,ACSL1,0.00011698243811199324
ACSL3,5577,6.96625580983018e-17,ACSL3,0.00015054768736681487
ACSL3-AS1,537,2.0347317715653201e-19,ACSL3-AS1,6.0177309044901584e-05
ACSL4,4891,2.475060655512303e-17,ACSL4,0.00014291834642047506
ACSL5,3253,7.281312776805163e-19,ACSL5,0.00011113935736549879
ACSL6,6535,8.207797695311666e-21,ACSL6,0.00015378807596350648
ACSL6-AS1,923,5.9708964116936445e-21,ACSL6-AS1,7.202982024763976e-05
ACSM1,2081,5.988195451497063e-21,ACSM1,9.454123418482678e-05
ACSM2A,2894,6.011903949509016e-21,ACSM2A,0.00010566604160259347
ACSM2B,2935,6.013180884170516e-21,ACSM2B,0.0001061702181356386
ACSM3,2533,3.275196329110017e-19,ACSM3,0.00011023165580207212
ACSM4,2349,8.97630530984095e-20,ACSM4,9.841509353240106e-05
ACSM5,2796,4.194995143451296e-20,ACSM5,0.0001043491177497355
ACSM5P1,2438,5.987588634471358e-21,ACSM5P1,9.966143525203275e-05
ACSM6,1675,2.455911390061474e-20,ACSM6,9.760393680080144e-05
ACSS1,3632,7.850348416275708e-21,ACSS1,0.0001245786180863914
ACSS2,2885,4.530473195446999e-18,ACSS2,0.00010586559564219075
ACSS3,8391,1.6458110870473679e-18,ACSS3,0.00015026579242594324
ACTA1,1491,2.0577127335082304e-19,ACTA1,9.671119936672571e-05
ACTA2,1349,5.490641143443403e-19,ACTA2,8.17299021942858e-05
ACTA2-AS1,2450,2.0374446584138417e-19,ACTA2-AS1,9.985188040484385e-05
ACTB,1812,3.3735388230883307e-15,ACTB,0.00010114397426001338
ACTBL2,2794,3.5106471324119704e-19,ACTBL2,0.00010407644311856454
ACTBP1,1113,2.9805531542314925e-20,ACTBP1,7.662537192249647e-05
ACTBP11,1126,5.9727223161231986e-21,ACTBP11,7.697248185207412e-05
ACTBP12,418,5.972931188339293e-21,ACTBP12,5.5320553426830126e-05
ACTBP14,1089,1.1946384015809777e-20,ACTBP14,7.612197309761202e-05
ACTBP15,1060,2.3882587359611127e-20,ACTBP15,7.54294604818468e-05
ACTBP2,1123,1.8504359134793003e-19,ACTBP2,7.688871841162275e-05
ACTBP4,1070,9.557062853477148e-20,ACTBP4,7.567655103123927e-05
ACTBP6,1090,5.950825695383674e-21,ACTBP6,7.605010667678743e-05
ACTBP7,1124,3.224088604283241e-19,ACTBP7,7.691748787189049e-05
ACTBP8,1108,5.972095443279951e-21,ACTBP8,7.655744278562725e-05
ACTBP9,1099,1.7917985227744546e-20,ACTBP9,7.635200668924234e-05
ACTE1P,1116,2.3220027774754777e-20,ACTE1P,9.577766161883322e-05
ACTG1,1919,1.266923963566248e-15,ACTG1,0.00010033509129438692
ACTG1P1,1129,5.3775539145829656e-20,ACTG1P1,7.705082981652022e-05
ACTG1P10,1082,8.1758486370800335e-19,ACTG1P10,7.593554200107026e-05
ACTG1P11,1125,5.976112605246113e-21,ACTG1P11,7.696424556203776e-05
ACTG1P12,1166,2.9864450499597116e-20,ACTG1P12,7.787408254639757e-05
ACTG1P13,1043,1.788529864805765e-20,ACTG1P13,7.498683123927852e-05
ACTG1P14,1122,1.015039798566556e-19,ACTG1P14,7.687307503704825e-05
ACTG1P15,1063,5.954925422675443e-21,ACTG1P15,7.54342277883949e-05
ACTG1P16,1082,5.976614828961593e-21,ACTG1P16,7.597302658376978e-05
ACTG1P17,1119,9.772686434672203e-20,ACTG1P17,8.768306188803026e-05
ACTG1P18,1143,5.966736406410843e-21,ACTG1P18,7.733206595143195e-05
ACTG1P19,1116,5.97057692647319e-21,ACTG1P19,7.673475002795443e-05
ACTG1P2,1125,1.7928337815738296e-20,ACTG1P2,7.696424556203776e-05
ACTG1P20,468,2.926655596218673e-19,ACTG1P20,5.7443256034987115e-05
ACTG1P21,1000,5.968324715276178e-21,ACTG1P21,7.396894075186823e-05
ACTG1P22,1099,1.5558493622444185e-20,ACTG1P22,0.00010505587184566283
ACTG1P23,1074,5.964267699774029e-21,ACTG1P23,7.573309778172895e-05
ACTG1P24,877,2.387645292593394e-20,ACTG1P24,7.08057273849886e-05
ACTG1P25,1033,3.343437748280386e-19,ACTG1P25,9.784750808927737e-05
ACTG1P3,1114,1.0760197559388131e-19,ACTG1P3,7.672017097701945e-05
ACTG1P4,1122,8.361932864753234e-20,ACTG1P4,7.6881600826131e-05
ACTG1P9,2658,5.969244828766305e-21,ACTG1P9,0.00010246842035794571
ACTG2,1501,6.316375100992232e-19,ACTG2,9.416392333147401e-05
ACTL10,1583,2.9446297510673827e-19,ACTL10,8.640464600016542e-05
ACTL11P,3959,2.980938892038106e-20,ACTL11P,0.00011697366803394773
ACTL6A,1854,2.6973899451269502e-17,ACTL6A,9.165041493518629e-05
ACTL6B,1524,5.9895919637592415e-21,ACTL6B,8.522349093977339e-05
ACTL7A,1491,6.588595756524072e-20,ACTL7A,8.460405753287047e-05
ACTL7B,1399,1.798528712492614e-20,ACTL7B,8.285203821440324e-05
ACTL8,1841,8.974433231844505e-20,ACTL8,9.073087624703585e-05
ACTN1,3722,4.810975266901623e-16,ACTN1,0.00013015812299048564
ACTN1-DT,599,1.550982874029873e-19,ACTN1-DT,6.23426717853421e-05
ACTN2,4872,8.569495024082618e-19,ACTN2,0.00016087298405759786
ACTN3,2882,3.8534627161466794e-20,ACTN3,0.00010786897390281995
ACTN4,4990,1.1604685204362546e-16,ACTN4,0.00012657192576199743
ACTN4P1,1451,1.79741164868295e-20,ACTN4P1,8.384872985707269e-05
ACTN4P2,1892,5.992018241434489e-21,ACTN4P2,9.160728346247035e-05
ACTP1,383,5.9826952108113255e-21,ACTP1,5.3760562294820264e-05
ACTR10,2408,1.417292910591727e-17,ACTR10,9.907063922465052e-05
ACTR1A,2830,6.227367522482632e-17,ACTR1A,0.00011251443467391355
ACTR1AP1,1126,1.1928880418213744e-20,ACTR1AP1,7.693688729473534e-05
ACTR1B,2204,1.835831960346876e-17,ACTR1B,9.637622937236615e-05
ACTR2,3783,5.403381020844823e-17,ACTR2,0.00011524879987184236
ACTR3,6589,9.423967103959519e-17,ACTR3,0.00013856099527835203
ACTR3-AS1,437,6.351488881957487e-19,ACTR3-AS1,7.172890253339313e-05
ACTR3B,2213,7.746340742519718e-19,ACTR3B,0.00013075454909010836
ACTR3BP1,1247,5.982126738778522e-21,ACTR3BP1,7.967815567657302e-05
ACTR3BP2,1373,5.9768761548515686e-21,ACTR3BP2,8.225207253302304e-05
ACTR3BP3,979,5.980176327032326e-21,ACTR3BP3,7.349607482045501e-05
ACTR3BP4,1244,5.983611911290648e-21,ACTR3BP4,7.962079651023323e-05
ACTR3BP5,1479,5.9759498880020384e-21,ACTR3BP5,8.43121748310493e-05
ACTR3BP6,1338,5.964987659048971e-21,ACTR3BP6,8.149303132492872e-05
ACTR3BP7,1241,5.984715060525328e-21,ACTR3BP7,7.956162990866546e-05
ACTR3P2,1257,1.7948810760080248e-20,ACTR3P2,7.989418157982155e-05
ACTR3P3,893,5.989065734813327e-21,ACTR3P3,7.131300950444924e-05
ACTR5,2547,7.143159299378883e-18,ACTR5,0.00010115319233325932
ACTR6,1737,3.0010281052135993e-18,ACTR6,9.38957467967077e-05
ACTR6P1,1104,5.959376121968786e-21,ACTR6P1,7.641088123445206e-05
ACTR8,3579,1.1980317278589757e-17,ACTR8,0.00011324539912069712
ACTRT1,1442,5.985418257915847e-21,ACTRT1,8.364728318308105e-05
ACTRT1P1,1123,5.974921368868156e-21,ACTRT1P1,7.691349892121081e-05
ACTRT2,1437,5.997712115439239e-21,ACTRT2,8.360765574204965e-05
ACTRT3,1671,1.79736348268434e-20,ACTRT3,8.788787312486957e-05
ACVR1,3332,8.444721394702828e-18,ACVR1,0.00012137816052761381
ACVR1B,4531,8.634917715226631e-18,ACVR1B,0.00012242212375176468
ACVR1C,8853,5.3566294343213574e-20,ACVR1C,0.00015287803941108774
ACVR2A,5214,4.5457930231604736e-18,ACVR2A,0.00012818896290247713
ACVR2B,11782,9.207116320294196e-18,ACVR2B,0.00016830260025608787
ACVR2B-AS1,2517,4.162969817773564e-19,ACVR2B-AS1,0.00010049892068379747
ACVRL1,4177,2.1549527521817228e-19,ACVRL1,0.00011924270721425052
ACY1,1422,1.5078921589565534e-18,ACY1,9.09919087026634e-05
ACY3,1371,1.7889656253269833e-20,ACY3,8.214944814833675e-05
ACYP1,580,1.5897516944012764e-18,ACYP1,6.844464542374345e-05
ACYP2,1262,1.1373354194263443e-18,ACYP2,9.175386692402203e-05
ADA,1496,8.206333593478138e-18,ADA,0.00013425774789577698
ADA2,4355,3.6566410648374095e-20,ADA2,0.00012926037577268474
ADAD1,1963,1.7915671060830326e-20,ADAD1,9.263518219730234e-05
ADAD1P2,646,5.970296004974679e-21,ADAD1P2,6.395012224566508e-05
ADAD2,2018,7.596331079380051e-21,ADAD2,0.00010129941421588187
ADAL,4268,3.2919114869267336e-18,ADAL,0.00012002514486676256
ADAM10,11158,4.4590482814980524e-17,ADAM10,0.00016523178121366969
ADAM11,4614,4.394548247715986e-18,ADAM11,0.00012327182931043255
ADAM12,7941,1.5559969575516794e-17,ADAM12,0.0001475561683531716
ADAM15,2936,3.620606439677038e-17,ADAM15,0.0001224090493655413
ADAM17,4391,2.8437936661401126e-17,ADAM17,0.00013841594394239012
ADAM18,2388,5.9946911373764256e-21,ADAM18,9.901453750152225e-05
ADAM19,6481,9.182235962464457e-17,ADAM19,0.00013791911854207925
ADAM1A,2129,5.983135049449369e-21,ADAM1A,9.523576487203139e-05
ADAM1B,2000,5.982712599462572e-21,ADAM1B,9.326985403790838e-05
ADAM2,2672,5.8364238650041916e-21,ADAM2,0.00010188095592755122
ADAM20,2784,1.9162005866280449e-19,ADAM20,0.00010417223745026487
ADAM20P1,2326,5.979718100954845e-21,ADAM20P1,9.806831772795448e-05
ADAM20P1,2326,7.776987453909203e-21,ADAM20P1,0.00010704645460685238
ADAM20P2,1273,5.978722653058218e-21,ADAM20P2,8.021289459540838e-05
ADAM20P3,2106,5.986505208957654e-21,ADAM20P3,9.490938566039688e-05
ADAM21,2647,1.3534951441243933e-19,ADAM21,0.00010853861259086436
