GeneID	Length	TPM
ABCC8	4921	6.89828160904565e-07
ABCC9	8668	8.96501231734727e-07
ABCD1	3669	1.56061765680413e-05
ABCD1P2	1601	2.55461148514961e-08
ABCD1P3	605	6.76021981442072e-08
ABCD1P4	604	6.77141223133201e-08
ABCD1P5	754	5.42431430732697e-08
ABCD2	6290	1.62556954997001e-07
ABCD3	3604	7.47173107413383e-05
ABCD4	3035	1.10367549158036e-05
ABCE1	3887	0.000112049643391506
ABCF1	3381	0.000186750622491841
ABCF2	4527	1.2684484017595e-05
ABCF2-H2BK1	2185	1.87182287767713e-08
ABCF2P1	1867	2.19064434264838e-08
ABCF2P2	296	3.03981505844391e-06
ABCF3	2446	6.46430127986224e-05
ABCG1	2976	3.44950665295315e-06
ABCG2	4206	1.59474324770999e-06
ABCG4	3812	9.54889915811866e-07
ABCG5	2760	7.40929889080531e-08
ABCG8	7180	1.76584850444931e-07
ABHD1	1420	6.62453934631438e-07
ABHD10	2604	3.74439333438375e-05
ABHD11	1418	2.41704079246344e-05
ABHD12	1960	4.81193136208815e-05
ABHD12B	1815	4.7321538700945e-07
ABHD13	5313	1.02306059489665e-05
ABHD14A	1066	4.71915344737446e-06
ABHD14A-ACY1	1705	2.39878767608477e-08
ABHD14B	1657	3.94677299177521e-05
ABHD15	3492	2.18668524859155e-05
ABHD15-AS1	187	2.18712993995964e-07
ABHD16A	2069	5.33727359442061e-07
ABHD16B	1491	2.74308047466434e-08
ABHD17A	1706	2.5388271008208e-05
ABHD17AP1	933	2.63018198567494e-07
ABHD17AP3	1137	3.05755764253813e-06
ABHD17AP4	909	5.08429513325492e-06
ABHD17AP5	923	2.83592319842221e-06
ABHD17AP6	1044	2.19383378651891e-06
ABHD17AP7	595	6.87383695415888e-08
ABHD17AP8	574	7.12531879394518e-08
ABHD17AP9	548	7.46338136446083e-08
ABHD17B	3065	3.02775137003164e-05
ABHD17C	2361	1.6595323177637e-05
ABHD18	5753	2.16831142231181e-06
ABHD2	8424	7.72688550565479e-05
ABHD3	2029	1.00786914433823e-05
ABHD4	3051	1.51478999545353e-05
ABHD5	5298	1.42352518485542e-05
ABHD6	2198	1.13133724137239e-05
ABHD8	2042	8.21191246310998e-06
ABI1	3515	4.9498079458834e-05
ABI1P1	1120	4.0168984700866e-07
ABI2	6567	7.78936986104321e-05
ABI3	1629	3.6053675692894e-05
ABI3BP	6737	2.73188339687701e-07
ABITRAM	1901	8.54131192070826e-06
ABITRAMP1	541	7.55995006973112e-08
ABL1	5578	0.000179178365760173
ABL2	12217	0.000253942757455877
ABLIM2	3725	8.12496754608364e-07
ABLIM3	4439	1.1599967631325e-05
ABO	1125	3.63549598908847e-08
ABR	2673	5.24974189333441e-05
ABR-AS1	235	1.74039701605299e-07
ABRA	2754	2.22763234625519e-07
ABRACL	782	7.89744093537602e-06
ABRAXAS1	4210	5.03226909178458e-06
ABRAXAS2	2955	3.86709738331721e-05
ABT1	2943	1.6690484261832e-05
ABT1P1	821	1.49449439259118e-06
ABTB1	1962	3.29362595341731e-06
ABTB2	4905	2.45145830456883e-06
ABTB3	5746	4.1283695316398e-07
ACAA1	1699	7.1977043162427e-06
ACAA2	2926	3.71113194887513e-05
ACAA2P1	978	3.76374201324344e-07
ACACA	9962	0.000132325466901575
ACACB	9368	3.58436697579189e-06
ACAD10	4006	7.17729128899238e-06
ACAD11	3231	7.08871084223379e-07
ACAD8	2176	8.96552405856895e-06
ACAD9	2445	3.26023697058287e-05
ACAD9-DT	933	1.27125462640955e-06
ACADL	2515	1.69126453567933e-06
ACADM	2261	2.46553678118909e-05
ACADS	1859	2.79409085229164e-06
ACADSB	5848	3.59477694201507e-06
ACADVL	2184	0.000154589729000302
ACAN	8960	2.35399379661779e-05
ACAP1	2511	2.15002450967598e-06
ACAP2	7093	4.02823514059546e-05
ACAP2-IT1	690	9.4839025802308e-07
ACAP3	3793	1.73388142479859e-05
ACAT1	1537	4.16976251903991e-05
ACAT2	1520	2.97865514303359e-05
ACBD3	3584	4.56009269501876e-05
ACBD3-AS1	535	7.64473455649445e-08
ACBD4	1827	8.95442361844452e-06
ACBD5	3903	2.85132146031218e-05
ACBD6	1293	8.79035094577454e-05
ACBD7	3370	3.87147959372144e-06
ACCS	2383	1.21857004669929e-06
ACCSL	1820	2.24721592732117e-08
ACD	1511	4.07369235375607e-05
ACE	4962	2.72002798458101e-07
ACE2	3339	1.2248975704476e-08
ACE3P	1973	2.07295133691056e-08
ACER1	1428	2.86409873089953e-08
ACER2	2773	4.08550824954813e-06
ACER2P1	823	4.96954190489008e-08
ACER3	7333	8.00919646852916e-06
ACHE	2172	5.34779451433595e-06
ACIN1	4460	0.000110428190668562
ACKR1	1146	1.46323955058208e-06
ACKR2	2990	4.1036116933691e-08
ACKR3	2015	2.02162444455267e-05
ACKR4	2310	7.08213504367885e-07
ACKR4P1	1053	3.88407691141931e-08
ACLY	4293	0.000430819612480529
ACMSD	1252	2.61337571100609e-07
ACNATP	1225	3.33872080630574e-08
ACO1	7443	3.77232163922194e-05
ACO2	2734	6.20520922936407e-05
ACOD1	2147	1.90495248613159e-08
ACOT1	1686	2.20749645244918e-06
ACOT11	3084	1.81686387586985e-06
ACOT12	2086	1.9606581916225e-08
ACOT13	4041	3.02620629381251e-06
ACOT2	1622	3.64614247857563e-05
ACOT4	1465	6.7002315157262e-07
ACOT6	1370	2.98535254578433e-08
ACOT8	1154	6.45032758895897e-06
ACOT9	4318	1.86594904720179e-05
ACOX1	7317	4.34482016039125e-05
ACOX2	2297	9.97110349641157e-07
ACOX3	2872	1.19764402600151e-05
ACOXL-AS1	3026	1.48675686929841e-07
ACP1	1474	3.45174805748258e-05
ACP2	2111	3.91362607067909e-05
ACP3	3174	1.28857372014005e-08
ACP4	1342	2.71239967144176e-06
ACP5	1381	2.96157348857678e-07
ACP6	6956	1.71099841780885e-06
ACP7	2903	3.90255403926867e-06
ACR	1430	8.58027899522629e-08
ACRBP	1905	4.93797683557293e-07
ACRP1	698	1.75785085432287e-07
ACRV1	1936	1.54217514516473e-06
ACSBG1	6215	5.4620183102355e-07
ACSBG2	2734	1.64554728840416e-07
ACSF2	2177	7.02634330458877e-06
ACSF3	4095	1.68291503890497e-05
ACSL1	3712	2.30389274712608e-05
ACSL3	5577	0.000115819099291973
ACSL3-AS1	537	6.09301003757845e-07
ACSL4	4891	6.26242243816582e-05
ACSL5	3253	1.1315523175383e-06
ACSL6	6535	4.38095346810585e-08
ACSL6-AS1	923	4.43112999753471e-08
ACSM1	2081	1.96536904744091e-08
ACSM2A	2894	1.41324567647703e-08
ACSM2B	2935	1.39350357333033e-08
ACSM3	2533	6.78157068631782e-07
ACSM4	2349	9.40214479936674e-07
ACSM5	2796	1.46278003852809e-08
ACSM5P1	2438	1.67757710735215e-08
ACSM6	1675	9.76700414978993e-08
ACSS1	3632	1.12608287106953e-08
ACSS2	2885	1.27021835597961e-05
ACSS3	8391	2.24212748701381e-06
ACTA1	1491	3.01738852213078e-07
ACTA2	1349	3.78978223473363e-06
ACTA2-AS1	2450	2.10339410797262e-06
ACTB	1812	0.00613474148196807
ACTBL2	2794	6.87998748829825e-07
ACTBP1	1113	3.6746927113428e-08
ACTBP11	1126	3.63226730703777e-08
ACTBP12	418	9.78452867876683e-08
ACTBP14	1089	1.87783883733909e-07
ACTBP15	1060	3.85842734690994e-08
ACTBP2	1123	2.91357648279575e-07
ACTBP4	1070	6.49802437302029e-07
ACTBP6	1090	3.75223209882985e-08
ACTBP7	1124	3.12930815786753e-06
ACTBP8	1108	3.69127525967918e-08
ACTBP9	1099	3.72150408346181e-08
ACTC1	1382	1.00620637903498e-06
ACTE1P	1116	1.09944435153885e-07
ACTG1	1919	0.00245950112966864
ACTG1P1	1129	6.88296959847353e-07
ACTG1P10	1082	5.82116155369296e-06
ACTG1P11	1125	3.63549598908847e-08
ACTG1P12	1166	2.45536285712451e-07
ACTG1P13	1043	1.9606581916225e-07
ACTG1P14	1122	3.64521656659941e-07
ACTG1P15	1063	3.84753808816983e-08
ACTG1P16	1082	3.77997503486556e-08
ACTG1P17	1119	2.19299355910163e-07
ACTG1P18	1143	3.5782440837485e-08
ACTG1P19	1116	3.66481450512951e-08
ACTG1P2	1125	3.63549598908847e-08
ACTG1P20	468	3.40827748977044e-06
ACTG1P21	1000	4.08993298772453e-08
ACTG1P22	1099	3.72150408346181e-08
ACTG1P23	1074	3.80813127348653e-08
ACTG1P24	877	1.39906487607453e-07
ACTG1P25	1033	1.74208181471326e-06
ACTG1P3	1114	3.04725707343928e-06
ACTG1P4	1122	3.64521656659941e-08
ACTG1P9	2658	1.538725729016e-08
ACTG2	1501	7.62945527357008e-07
ACTL10	1583	1.9894178146228e-06
ACTL11P	3959	1.03307223736412e-08
ACTL6A	1854	8.29016621783646e-05
ACTL6B	1524	1.07347322512455e-07
ACTL7A	1491	8.22924142399303e-08
ACTL7B	1399	1.46173444879361e-07
ACTL8	1841	2.88805697123405e-07
ACTL9	1396	2.92975142387144e-08
ACTN1	3722	0.00100925304994774
ACTN1-DT	599	1.91182176387791e-06
ACTN2	4872	7.80713809233131e-07
ACTN3	2882	7.09565056857136e-08
ACTN4	4990	0.000325907826434651
ACTN4P1	1451	8.45609852734225e-08
ACTN4P2	1892	2.16169819647174e-08
ACTP1	383	1.06786762081581e-07
ACTR10	2408	3.78081014562907e-05
ACTR1A	2830	0.000139202242182907
ACTR1AP1	1126	3.63226730703777e-08
ACTR1B	2204	4.75055737231162e-05
ACTR2	3783	5.81434301030466e-05
ACTR3	6589	9.82105322989491e-05
ACTR3-AS1	437	1.31027601437399e-06
ACTR3B	2213	6.65330264609504e-07
ACTR3BP1	1247	3.27981795326747e-08
ACTR3BP2	1373	2.97882956134343e-08
ACTR3BP3	979	4.17766393025999e-08
ACTR3BP4	1244	3.28772748209368e-08
ACTR3BP5	1479	2.7653367056961e-08
ACTR3BP6	1338	3.05675111190174e-08
ACTR3BP7	1241	3.29567525199398e-08
ACTR3C	1157	2.12096784151661e-07
ACTR3P2	1257	3.25372552722715e-08
ACTR3P3	893	4.57999214750788e-08
ACTR5	2547	1.74548769440776e-05
ACTR6	1737	4.87401340506032e-06
ACTR6P1	1104	3.70464944540266e-08
ACTR8	3579	3.91166264794107e-05
ACTRT1	1442	2.83629194710439e-08
ACTRT1P1	1123	3.64197060349469e-08
ACTRT2	1437	2.84616074302334e-08
ACTRT3	1671	2.44759604292312e-08
ACVR1	3332	3.87021569936838e-05
ACVR1B	4531	3.69005651154665e-05
ACVR1C	8853	1.89412913697849e-07
ACVR2A	5214	9.53847048920796e-06
ACVR2B	11782	3.53798990077138e-05
ACVR2B-AS1	2517	1.98240693087959e-06
ACVRL1	4177	5.38535586126046e-07
ACY1	1422	4.02665694993977e-06
ACY3	1371	2.68485754117584e-07
ACYP1	580	7.75676945947756e-06
ACYP2	1262	1.45837547105867e-06
ADA	1496	8.83053713258706e-06
ADA2	4355	9.39135014402878e-09
ADAD1	1963	2.08351145579446e-08
ADAD1P2	646	6.33116561567265e-08
ADAD2	2018	2.02672596022028e-08
ADAL	4268	5.80716820656295e-06
ADAM10	11158	6.42520481643873e-05
ADAM11	4614	7.05588785918667e-06
ADAM12	7941	3.40183948922309e-05
ADAM15	2936	5.76992589753236e-05
ADAM17	4391	5.77769399290715e-05
ADAM18	2388	1.71270225616605e-08
ADAM19	6481	0.00027167353050693
ADAM1A	2129	1.92105823754088e-08
ADAM1B	2000	2.04496649386227e-08
ADAM2	2672	1.53066354331008e-08
ADAM20	2784	5.72943198711411e-07
ADAM20P1	2326	1.75835468087899e-08
ADAM20P2	1273	3.2128303124309e-08
ADAM20P3	2106	1.94203845570965e-08
ADAM21	2647	3.5537763021407e-07
ADAM21P1	2170	5.65428523648553e-08
ADAM22	9508	1.92280189894075e-06
ADAM23	6334	1.09189717117812e-05
ADAM24P	2101	1.94666015598502e-08
ADAM28	7019	8.157723582867e-08
ADAM29	3325	1.23005503390212e-08
ADAM30	2983	4.11324135540516e-08
ADAM32	2601	2.75178113360936e-06
ADAM33	3436	1.1903180988721e-08
ADAM3A	2157	1.89612099569983e-08
ADAM3B	840	4.86896784252921e-08
ADAM5	1942	2.10604170325671e-08
ADAM6	999	4.09402701473927e-08
ADAM7	3367	2.429422624131e-08
ADAM7-AS1	651	3.14126957582529e-07
ADAM7-AS2	902	4.53429377796511e-08
ADAM8	3259	1.15456837947425e-06
ADAM9	1463	0.000789331906414232
ADAMDEC1	2348	1.74187946666292e-08
ADAMTS1	5183	4.89245312056572e-06
ADAMTS10	4251	7.44673754998539e-06
ADAMTS12	825	0.00129296414851932
ADAMTS13	4934	6.38274908907153e-07
ADAMTS14	5557	6.62396920811963e-08
ADAMTS15	6006	1.25231214858898e-05
ADAMTS16	4979	1.12290387511939e-05
ADAMTS16-DT	1684	2.42870129912383e-08
ADAMTS17	6329	1.4992328221711e-06
ADAMTS18	5833	4.90820005384394e-08
ADAMTS19	5201	7.86374348726117e-08
ADAMTS19-AS1	3103	3.95417304646265e-08
ADAMTS2	6783	1.48933134006776e-06
ADAMTS20	6358	6.56138981987893e-07
ADAMTS3	6244	5.55324341286493e-05
ADAMTS4	9777	3.76489688958994e-08
ADAMTS5	9621	5.90895629657738e-07
ADAMTS6	7309	4.42008218224601e-05
ADAMTS7	5520	1.4003574903622e-06
ADAMTS7P1	4793	8.53313788384004e-09
ADAMTS7P3	3716	1.87106729793641e-07
ADAMTS7P4	3611	1.13263167757533e-08
ADAMTS8	3628	3.39324649753331e-06
ADAMTS9	7624	3.2133655032096e-06
ADAMTS9-AS1	4008	3.06132708662016e-08
ADAMTS9-AS2	2261	1.26623312313453e-07
ADAMTSL1	7771	1.0289305097158e-05
ADAMTSL2	3875	2.63866644369325e-07
ADAMTSL3	7299	1.39244875660987e-05
ADAMTSL4	4212	5.42799748370849e-06
ADAMTSL4-AS1	1914	4.70107239968337e-07
ADAMTSL4-AS2	665	1.66057429576786e-06
ADAMTSL5	2683	6.58535613379425e-06
ADAP1	2349	6.82526066916993e-06
ADAP2	2669	3.37124487560658e-06
ADAR	6610	0.000409667735528372
ADARB1	6902	1.24914209477301e-05
ADARB2	8475	4.82587963153337e-09
ADARB2-AS1	637	6.42061693520335e-08
ADAT1	5757	3.81357656385362e-05
ADAT2	6244	2.31221387678853e-06
ADAT3	1599	9.97544631152325e-06
ADCK1	3268	2.79086614523431e-06
ADCK2	2574	8.67561542850659e-06
ADCK5	1960	2.02201278831891e-05
ADCY1	12657	1.34650792129637e-05
ADCY10	5342	8.4218013599719e-08
ADCY10P1	3848	1.80688307669743e-07
ADCY2	6645	3.56984369131712e-07
ADCY3	4950	7.72460272772458e-05
ADCY4	3415	2.39527554185917e-08
ADCY5	6643	2.68434560085488e-06
ADCY6	6092	2.21213545544195e-05
ADCY6-DT	439	1.86329521080844e-07
ADCY7	6271	8.05268738629163e-05
ADCY8	4421	7.40091922682567e-07
ADCY9	7980	2.72559694595477e-05
ADCYAP1	3259	8.78475940904318e-08
ADCYAP1R1	6639	2.18080475622004e-06
ADD1	4140	0.000149134368074129
ADD2	9290	6.86791761124895e-07
ADD3	4413	7.1835646018248e-05
ADD3-AS1	1407	5.81369294630353e-08
ADGB	5318	7.69073521572872e-09
ADGB-DT	2190	1.86754930946326e-08
ADGRA1	4264	5.75506517972495e-08
ADGRA1-AS1	3295	1.24125432100896e-08
ADGRA2	6944	6.61433575059714e-06
ADGRA3	4577	0.000104870993104512
ADGRA3P1	1450	6.48747991156305e-07
ADGRB1	6020	1.72361461625534e-05
ADGRB2	5708	4.55854128729914e-05
ADGRB3	6090	4.09664880543837e-07
ADGRB3-DT	4345	9.41296429856049e-09
ADGRD1	5390	1.08204906131636e-05
ADGRD1-AS1	1277	5.97956529998567e-05
ADGRD2	3515	1.16356557261011e-08
ADGRE1	3112	2.66791901191543e-06
ADGRE2	6791	2.95106341331913e-07
ADGRE3	2349	1.74113792580866e-08
ADGRE4P	1810	2.25963148493068e-08
ADGRE5	3190	3.38349001711757e-05
ADGRF1	5432	5.27053220067595e-08
ADGRF2	2013	6.09528016054327e-08
ADGRF3	4481	1.17741878021974e-06
ADGRF4	3128	1.96128500050729e-07
ADGRF5	5761	5.8214633742998e-07
ADGRF5-AS1	781	5.23678999708647e-08
ADGRF5P1	1135	6.12589081861824e-07
ADGRF5P2	1659	2.46530017343251e-08
ADGRG1	4257	3.06576841997392e-05
ADGRG2	4684	7.07268514102663e-07
ADGRG3	2609	3.13524951147914e-08
ADGRG4	9933	6.99978463619421e-08
ADGRG5	3335	3.67910013888264e-08
ADGRG6	6822	1.59952231182191e-05
ADGRG7	3128	3.92257000101458e-08
ADGRL1	7853	6.3606712821953e-05
ADGRL1-AS1	2894	3.56137910472212e-06
ADGRL2	7432	9.33112267759112e-05
ADGRL3	13738	3.15869769979308e-06
ADGRL3-AS1	606	6.7490643361791e-08
ADGRL4	3539	3.22433258992694e-06
ADGRV1	19557	8.27104615557117e-06
ADH1A	1454	2.81288376047079e-08
ADH1B	4067	1.00563879708004e-08
ADH1C	1454	2.81288376047079e-08
ADH4	2002	4.69872421167154e-07
ADH5	2652	6.63149013846738e-05
ADH5P2	1124	3.63873041612503e-08
ADH5P3	1137	1.07913799148405e-07
ADH5P4	1110	3.68462431326535e-08
ADH5P5	352	2.32382556120712e-07
ADH6	2802	2.77333071972756e-07
ADH7	2119	1.93012410935561e-08
ADHFE1	1972	2.48880303512649e-07
ADI1	1902	5.28981869074782e-06
ADI1P1	538	7.60210592513854e-08
ADI1P2	429	9.53364332802922e-08
ADI1P3	470	8.70198508026497e-08
ADIG	674	6.06814983341919e-08
ADIPOQ	4542	9.00469614206194e-09
ADIPOQ-AS1	3443	1.18789805045731e-08
ADIPOR1	2091	6.15934910489936e-05
ADIPOR1P1	1074	3.80813127348653e-08
ADIPOR1P2	1154	3.54413603788954e-08
ADIPOR2	3971	0.000162031794920379
ADIRF	627	6.52301911917788e-08
ADIRF-AS1	2627	3.45628139807707e-05
ADK	1992	3.50683009188429e-05
ADM	1492	1.36513849054076e-05
ADM-DT	803	1.68079437851693e-06
ADM2	4213	2.74247820800423e-05
ADM5	788	4.10031352830251e-06
ADNP	6672	0.000373617094827372
ADNP-AS1	927	1.63244358733342e-06
ADNP2	5157	0.000316083535438746
ADO	3760	3.71574762927314e-05
ADORA1	2901	1.51134373072758e-05
ADORA2A	2529	2.10237757376113e-07
ADORA2A-AS1	2557	1.07166801008034e-06
ADORA2B	1522	2.64690144080727e-05
ADORA2BP1	842	4.85740259824766e-08
ADORA3	1757	2.32779339085062e-08
ADPGK	2608	5.38371930477696e-05
ADPGK-AS1	2730	5.84276141103505e-07
ADPRH	3623	1.06114739399974e-06
ADPRHL1	9722	1.88384282236479e-05
ADPRM	1534	2.39956954951244e-06
ADPRS	1651	5.91318597316684e-05
ADRA1A	3770	1.84426686449117e-07
ADRA1B	2507	1.68361022869235e-05
ADRA1D	2942	9.73131574237652e-08
ADRA2A	3879	1.58156728063594e-07
ADRA2B	3696	4.3156760422418e-07
ADRA2C	2142	2.15953044309825e-05
ADRB1	3039	4.03744618728977e-08
ADRB2	2013	1.690424364524e-05
ADRB3	2585	2.05683283715354e-07
ADRM1	1379	0.000404841082541261
ADSL	4359	1.39333573910781e-05
ADSS1	1723	9.7322839522174e-07
ADSS2	2555	3.98588381191158e-05
ADTRP	1692	7.25165423355414e-07
AEBP1	4097	0.000140337510230489
AEBP2	5830	6.1538408521989e-05
AEN	3072	0.000187881296623596
AFAP1	7704	1.43763480409632e-05
AFAP1-AS1	6808	3.6045237847161e-07
AFAP1L1	6024	4.46470772365148e-05
AFAP1L2	3722	1.32961281975999e-06
AFDN	7806	0.000254847989396517
AFDN-DT	4095	6.99133844055476e-08
AFF1	9261	7.16941713883167e-05
AFF2	13748	1.81470695556588e-06
AFF2-IT1	443	9.23235437409601e-08
AFF3	10070	4.43922220018164e-06
AFF4	9536	0.000297133460000596
AFF4-DT	395	2.79565039667247e-06
AFG1L	5048	9.39841970237809e-07
AFG3L2	3160	0.000191307909783406
AFG3L2P1	1763	6.9596137057139e-08
AFM	1997	2.0480385516898e-08
AFMID	1686	1.76357134168193e-05
AFP	2426	3.54033770577969e-07
AFTPH	4098	8.9503462747471e-05
AFTPH-DT	1924	2.12574479611462e-07
AGA	2037	5.96323071847907e-06
AGA-DT	546	1.27342235881533e-06
AGAP1	10889	5.13072684473479e-05
AGAP1-IT1	696	1.5278485298971e-06
AGAP10P	2418	1.01487170911279e-07
AGAP11	1740	2.35053619984169e-08
AGAP12P	2359	1.73375709526263e-08
AGAP13P	2061	1.44864196071757e-06
AGAP14P	2060	2.18394479927038e-07
AGAP2	5430	1.11023226959594e-05
AGAP2-AS1	1500	2.75388821173452e-06
AGAP3	3494	1.71720998654605e-05
AGAP4	2535	1.58111807809469e-06
AGAP5	2719	5.86639891582408e-07
AGAP6	2684	3.80955010033954e-07
AGAP7P	2062	4.10580081696886e-06
AGAP9	2387	4.33495201463891e-06
AGBL1	12330	8.29264596051203e-08
AGBL1-AS1	900	1.81774799454424e-07
AGBL2	3295	2.73075950621972e-07
AGBL3	3533	4.28325843605456e-07
AGBL4	2989	4.1049845979169e-07
AGBL4-AS1	566	7.22603001364759e-08
AGBL4-IT1	514	7.95706806950298e-08
AGBL5	3188	4.23746821156027e-05
AGBL5-AS1	407	3.01469261994437e-07
AGBL5-IT1	339	3.13682176049669e-06
AGER	1538	2.39332879645779e-07
AGFG1	8677	3.22405689017354e-05
AGFG2	4819	1.13387642075119e-05
AGGF1	4490	1.1304246854713e-05
AGGF1P1	2073	7.69451936909102e-07
AGGF1P10	2191	2.50137389482012e-06
AGGF1P2	2106	2.36928691596578e-06
AGGF1P3	1213	1.0115250587942e-07
AGGF1P4	801	5.10603369253999e-08
AGGF1P5	919	4.45041674398752e-08
AGGF1P6	976	4.1905051103735e-08
AGGF1P7	913	4.47966373244746e-08
AGGF1P8	1000	4.08993298772453e-08
AGGF1P9	913	4.47966373244746e-08
AGK	3001	1.36967099388976e-05
AGK-DT	1449	8.46777016092036e-08
AGKP1	1263	3.23826839883178e-08
AGKP2	1262	3.24083438013038e-08
AGL	7091	3.68445803491529e-05
AGMAT	3095	9.25025231472431e-08
AGMO	2476	1.65183077048648e-08
AGO1	13712	8.88677533811733e-05
AGO2	14595	0.000218146573047211
AGO3	19660	1.16477796532399e-05
AGO4	7272	6.10790322424208e-06
AGPAT1	2496	1.26171810919387e-06
AGPAT2	1546	2.31216133976148e-05
AGPAT3	6565	3.73794332465304e-08
AGPAT4	7923	8.38325277302113e-06
AGPAT5	5237	2.11017737881071e-05
AGPAT5P1	1019	4.01367319698188e-08
AGPS	7633	4.18798850151382e-05
AGR2	1697	2.41009604462259e-08
AGR3	738	5.54191461751292e-08
AGRN	7326	0.000288238111051348
AGRP	498	2.4638150528461e-07
AGT	2116	1.27568798293865e-06
AGTPBP1	4464	1.9341058550821e-05
AGTR1	2324	1.75986789489007e-08
AGTR2	2862	1.4290471655222e-08
AGTRAP	1130	2.62769145936992e-05
AGXT	2900	1.41032171990501e-08
AGXT2	2219	1.84314240095743e-08
AHCTF1	8887	0.000170136978308977
AHCTF1P1	6821	1.21720626962041e-06
AHCY	2150	0.000167439954223029
AHCYL1	3943	0.00010179711473885
AHCYL2	5049	5.66223640011774e-06
AHCYP2	1300	2.83149206842468e-07
AHCYP3	1279	1.5988791977031e-07
AHCYP4	1315	3.11021519979052e-08
AHCYP5	1238	3.30366154097297e-08
AHCYP7	1308	3.12686008235821e-08
AHCYP8	209	2.13302725197117e-05
AHDC1	6428	2.71432080361432e-05
AHI1	6063	2.15863195789518e-05
AHI1-DT	1338	1.52837555595087e-07
AHNAK	18761	0.00320985945905101
AHNAK2	18335	0.000146523773237891
AHR	6243	7.20635317395e-08
AHRR	5661	3.46788170660268e-07
AHSA1	1337	0.000322728444431517
AHSA2P	1003	4.73420957003807e-05
AHSG	1574	2.59843264785549e-08
AHSP	488	8.381010220747e-08
AICDA	2803	2.9182540047981e-08
AIDA	2975	2.19412875576751e-05
AIDAP1	917	1.20423326792325e-06
AIDAP2	919	1.33512502319626e-07
AIDAP3	997	4.10223970684507e-08
AIF1	607	6.73794561404371e-08
AIF1L	3374	1.42917338249177e-05
AIFM1	2222	3.10334249203581e-05
AIFM1P1	1841	2.22158228556466e-08
AIFM2	3134	2.97805586406745e-05
AIFM3	2334	8.76163879118366e-08
AIG1	2136	9.07597488848983e-06
